WKT;OBJECTID_1;Join_Count;TARGET_FID;OBJECTID_2;Join_Cou_1;TARGET_F_1;Join_Cou_2;TARGET_F_2;ScoutID;Datum;Adresse;Postleitza;Ort;Stadtteil;Kaltmiete;Wohnflaech;Grundstuec;Nutzflaech;Zimmer;Schlafzimm;Badezimmer;Gaeste_WC;Haustyp;Etagenanza;Garage_Ste;Anzahl_Gar;Balkon_Ter;Keller;Aufzug;Einbaukuec;Barrierefr;Baujahr;Letzte_Mod;Objektzust;Qualitaet;Heizungsar;Befeuerung;PLZ;Add_;addrtype;addrlocat;OBJECTID;STVdayPege;Ortsname;Adresse_Ge;Email_Kont;Typ;Bemerkung;SCHIsopha;SCHIsophp;SCHfarbwer;esri_oid;SCHanight;SCHpnight;SCHfnight;l_datum;esri_oid_1
"POINT (410947.0758 5674349.4102)";46;0;45;46;0;45;0;46;"69456519";16.07.2013;Dresdner Str. 11;"1471";Radeburg;Meissen;"900,00";"190,00";"180,00";"45,00";"2,0";;"2,0";"1,0";;"3,0";;;;Ja;;;;;"2006.0";Saniert;;Zentralheizung;Gas;"01471";01471 Radeburg;street_address;ROOFTOP;0;;;;;0;;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
"POINT (419609.4896 5645742.8457)";47;0;46;47;0;46;0;47;"70578016";22.07.2013;Pestalozzistr. 11;"1809";Dohna;Saechsische Schweiz Osterzgebirge;"800,00";"142,00";"127,00";"165,00";"1,0";"1,0";"1,0";;Einfamilienhaus freistehend;"2,0";Aussenstellplatz;"1,0";;;;;;"2013.0";;Erstbezug;Gehoben;Zentralheizung;Gas;"01809";01809 Dohna;street_address;RANGE_INTERPOLATED;0;;;;;0;;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
"POINT (411055.0661 5652366.7139)";48;2;47;48;0;47;0;48;"70456619";22.07.2013;Kaitzer Weinberg 16A;"1217";Dresden;Kleinpestitz Mockritz;"936,13";"131,47";"150,00";;"3,0";"3,0";"2,0";"1,0";Reiheneckhaus;;Carport;"1,0";;;;;;;;Vollstaendig renoviert;Normal;Etagenheizung;Gas;"01217";01217 Dresden;street_address;RANGE_INTERPOLATED;1626;>50-55 dB(A);Dresden;"Postfach 120020, D-01001 Dresden";umweltamt@dresden.de;9;kartiert durch LH Dresden;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
"POINT (406973.8499 5659885.1021)";49;2;48;49;0;48;0;49;"70474925";22.07.2013;Altkaditz 30a;"1139";Dresden;Kaditz;"1090,00";"148,00";"186,00";;"3,0";"3,0";"2,0";"1,0";;"3,0";;"1,0";;;;;;;"2013.0";Neuwertig;Gehoben;Zentralheizung;Gas;"01139";01139 Dresden;street_address;ROOFTOP;1626;>50-55 dB(A);Dresden;"Postfach 120020, D-01001 Dresden";umweltamt@dresden.de;9;kartiert durch LH Dresden;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
"POINT (401283.6811 5663179.9401)";50;0;49;50;0;49;1;50;"60375092";22.07.2013;Brockwitzer Str. 4;"1445";Radebeul;Meissen;"950,00";"162,81";"100,00";"162,81";"6,0";"6,0";"2,0";"1,0";Reiheneckhaus;"3,0";Aussenstellplatz;"2,0";;Ja;;;;;;Vollstaendig renoviert;Normal;Zentralheizung;Gas;"01445";01445 Radebeul;street_address;ROOFTOP;0;;;;;0;;2.00000000000;1.00000000000;1016.00000000000;119810.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
"POINT (419669.4141 5654644.7532)";51;0;50;51;0;50;0;51;"70680128";30.07.2013;Birkenstr. 46;"1328";Dresden;Goennsdorf Pappritz;"1000,00";"120,00";"295,00";"120,00";"4,0";"4,0";"1,0";"1,0";Reiheneckhaus;"3,0";Garage;"1,0";;Ja;;;;"1997.0";;Gepflegt;Normal;Zentralheizung;Gas;"01328";01328 Dresden;street_address;ROOFTOP;0;;;;;0;;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
"POINT (406693.8091 5658592.9793)";52;2;51;52;1;51;8;52;"70613356";30.07.2013;Zschorner Grundstr. 4a;"1157";Dresden;Briesnitz;"1133,00";"142,50";"142,50";;"1,0";;"1,0";"1,0";Reihenhaus;;Aussenstellplatz;"1,0";;;;;;;;Saniert;;Zentralheizung;;"01157";01157 Dresden;street_address;ROOFTOP;1659;>60-65 dB(A);Dresden - Ballungsraum;"Postfach 120020, D-01001 Dresden";umweltamt@dresden.de;5;kartiert durch LH Dresden;3.00000000000;4.00000000000;3020.00000000000;282279.00000000000;2.00000000000;2.00000000000;1011.00000000000;9.00000000000;825938.00000000000
"POINT (396616.3141 5658935.66)";53;0;52;53;0;52;0;53;"71002104";23.08.2013;Die Scheibe 6a;"1665";Klipphausen;Meissen;"742,00";"106,00";"166,00";"20,00";"1,0";"1,0";"1,0";"1,0";Reihenmittelhaus;"2,0";Garage;"1,0";;;;;;"1996.0";"2010.0";Gepflegt;Gehoben;;Gas;"01665";01665 Klipphausen;street_address;ROOFTOP;0;;;;;0;;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
"POINT (406693.8091 5658592.9793)";54;2;53;54;1;53;8;54;"70903380";23.08.2013;Zschorner Grundstr. 4a;"1157";Dresden;Briesnitz;"1133,00";"142,50";"142,50";;"1,0";;"1,0";"1,0";Reihenhaus;;Aussenstellplatz;"1,0";;;;;;;;Saniert;;Zentralheizung;;"01157";01157 Dresden;street_address;ROOFTOP;1659;>60-65 dB(A);Dresden - Ballungsraum;"Postfach 120020, D-01001 Dresden";umweltamt@dresden.de;5;kartiert durch LH Dresden;3.00000000000;4.00000000000;3020.00000000000;282279.00000000000;2.00000000000;2.00000000000;1011.00000000000;9.00000000000;825938.00000000000
"POINT (405854.1541 5657480.6262)";55;0;54;55;0;54;0;55;"70896871";23.08.2013;Freiheit 70;"1157";Dresden;Briesnitz;"2500,00";"280,00";"900,00";;"8,0";;;;Mehrfamilienhaus;;;;;;;;;"1937.0";;Vollstaendig renoviert;;;;"01157";01157 Dresden;street_address;RANGE_INTERPOLATED;0;;;;;0;;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
"POINT (407155.2172 5657389.8375)";56;0;55;56;0;55;0;56;"71179507";09.09.2013;Warthaer Str. 31;"1157";Dresden;Briesnitz;"1150,00";"140,00";"190,00";"190,00";"3,0";"3,0";"1,0";"1,0";Reiheneckhaus;"3,0";;"1,0";;Ja;;;;"2008.0";;Neuwertig;;;Gas;"01157";01157 Dresden;street_address;RANGE_INTERPOLATED;0;;;;;0;;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
"POINT (406693.8091 5658592.9793)";57;2;56;57;1;56;8;57;"71224225";09.09.2013;Zschorner Grundstr. 4a;"1157";Dresden;Briesnitz;"1133,00";"142,50";"142,50";;"1,0";;"1,0";"1,0";Reihenhaus;;Aussenstellplatz;"1,0";;;;;;;;Saniert;;Zentralheizung;;"01157";01157 Dresden;street_address;ROOFTOP;1659;>60-65 dB(A);Dresden - Ballungsraum;"Postfach 120020, D-01001 Dresden";umweltamt@dresden.de;5;kartiert durch LH Dresden;3.00000000000;4.00000000000;3020.00000000000;282279.00000000000;2.00000000000;2.00000000000;1011.00000000000;9.00000000000;825938.00000000000
"POINT (410501.7977 5649942.1848)";58;0;57;58;0;57;0;58;"71174672";09.09.2013;Dorfplatz 6;"1728";Rippien;Bannewitz;"650,00";"98,00";"150,00";;"2,0";"2,0";"1,0";"1,0";Einfamilienhaus freistehend;"2,0";Aussenstellplatz;;;;;;;;"2008.0";Modernisiert;Normal;Zentralheizung;Gas;"01728";01728 Rippien;street_address;ROOFTOP;0;;;;;0;;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
"POINT (422610.1712 5659198.3576)";59;0;58;59;0;58;0;59;"71094177";09.09.2013;Hauptstr. 45;"1454";Radeberg;Bautzen;"800,00";"126,00";;;"3,0";"3,0";;;Einfamilienhaus freistehend;"2,0";;"1,0";;Ja;;;;;;Erstbezug;;Zentralheizung;Gas;"01454";01454 Radeberg;street_address;ROOFTOP;0;;;;;0;;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
"POINT (423080.7963 5658912.464)";60;0;59;60;0;59;0;60;"71389782";24.09.2013;Zum Weissiger Kirchsteig 10;"1454";Radeberg;Radeberg;"2500,00";"300,00";"850,00";"400,00";"5,0";"5,0";"4,0";;Villa;"2,0";;"4,0";;;;;;"1992.0";;Gepflegt;;Zentralheizung;;"01454";01454 Radeberg;street_address;ROOFTOP;0;;;;;0;;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
"POINT (416092.9111 5656245.6789)";61;2;60;61;0;60;0;61;"71479033";26.09.2013;Berggartenstr. 2;"1309";Dresden;Blasewitz;"0,00";"198,00";"500,00";"220,00";"5,0";"5,0";"1,0";"1,0";;"2,0";;"1,0";;Ja;;;;;;Vollstaendig renoviert;Gehoben;Zentralheizung;Gas;"01309";01309 Dresden;street_address;RANGE_INTERPOLATED;1659;>60-65 dB(A);Dresden - Ballungsraum;"Postfach 120020, D-01001 Dresden";umweltamt@dresden.de;5;kartiert durch LH Dresden;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
"POINT (406174.6906 5639532.7931)";62;0;61;62;0;61;0;62;"71480835";26.09.2013;Grosse Muehlstr. 24;"1744";Dippoldiswalde;Dippoldiswalde;"500,00";"114,00";"130,00";;"5,0";;;;;"2,0";Garage;"1,0";;;;;;;;Nach Vereinbarung;Normal;;;"01744";01744 Dippoldiswalde;street_address;ROOFTOP;0;;;;;0;;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
"POINT (414859.9952 5663805.287)";63;0;62;63;0;62;0;63;"71540074";07.10.2013;Goethestr. 17;"1109";Dresden;Dresden;"1200,00";"120,00";"300,00";;"4,0";"4,0";"2,0";"1,0";Einfamilienhaus freistehend;"3,0";;;;;;;;"1906.0";"2008.0";Saniert;Gehoben;Zentralheizung;Gas;"01109";01109 Dresden;street_address;ROOFTOP;0;;;;;0;;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
"POINT (410938.2536 5660067.2563)";64;2;63;64;0;63;0;64;"71634649";16.10.2013;Trachenberger Str. 24 26;"1129";Dresden;Pieschen Nord Trachenberge;"1249,00";"148,00";"121,00";"157,00";"4,0";"4,0";"3,0";"1,0";Doppelhaushaelfte;"3,0";Aussenstellplatz;"2,0";;Ja;;;;"2013.0";"2013.0";Erstbezug;Gehoben;Zentralheizung;;"01129";01129 Dresden;street_address;RANGE_INTERPOLATED;1659;>60-65 dB(A);Dresden - Ballungsraum;"Postfach 120020, D-01001 Dresden";umweltamt@dresden.de;5;kartiert durch LH Dresden;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
"POINT (414886.7473 5650724.9476)";65;2;64;65;0;64;0;65;"71742372";16.10.2013;Schoenbergstr. 46;"1239";Dresden;Lockwitz;"329,00";"45,30";"0,00";;"1,0";;"1,0";;Mehrfamilienhaus;;;;;;;;;;;;;;;"01239";01239 Dresden;street_address;RANGE_INTERPOLATED;1626;>50-55 dB(A);Dresden;"Postfach 120020, D-01001 Dresden";umweltamt@dresden.de;9;kartiert durch LH Dresden;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
"POINT (406693.8091 5658592.9793)";66;2;65;66;1;65;8;66;"71742858";16.10.2013;Zschorner Grundstr. 4a;"1157";Dresden;Briesnitz;"1070,00";"142,50";"142,50";;"1,0";;"1,0";"1,0";Reihenhaus;;Aussenstellplatz;"1,0";;;;;;;;Saniert;;Zentralheizung;;"01157";01157 Dresden;street_address;ROOFTOP;1659;>60-65 dB(A);Dresden - Ballungsraum;"Postfach 120020, D-01001 Dresden";umweltamt@dresden.de;5;kartiert durch LH Dresden;3.00000000000;4.00000000000;3020.00000000000;282279.00000000000;2.00000000000;2.00000000000;1011.00000000000;9.00000000000;825938.00000000000
"POINT (416306.1181 5649273.5643)";67;2;66;67;0;66;0;67;"71696343";16.10.2013;Preusserstrasse 10;"1257";Dresden;Lockwitz;"844,00";"122,00";"0,00";;"1,0";;"1,0";"1,0";Doppelhaushaelfte;"3,0";;"2,0";;Ja;;;;;;Gepflegt;Normal;Zentralheizung;;"01257";01257 Dresden;street_address;ROOFTOP;1626;>50-55 dB(A);Dresden;"Postfach 120020, D-01001 Dresden";umweltamt@dresden.de;9;kartiert durch LH Dresden;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
"POINT (422610.1712 5659198.3576)";68;0;67;68;0;67;0;68;"71656928";16.10.2013;Hauptstr. 45;"1454";Radeberg;Bautzen;"800,00";"130,63";;;"3,0";"3,0";;;Einfamilienhaus freistehend;"2,0";;"1,0";;Ja;;;;;;Erstbezug;;Zentralheizung;Gas;"01454";01454 Radeberg;street_address;ROOFTOP;0;;;;;0;;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
"POINT (407608.2107 5664693.7467)";69;0;68;69;0;68;0;69;"71729361";16.10.2013;August Bebel Str. 32;"1468";Moritzburg;Meissen;"1280,00";"160,00";"500,00";"160,00";"3,0";"3,0";"1,0";"1,0";Besondere Immobilie;"3,0";Garage;"1,0";;;;;;"2008.0";"2008.0";Nach Vereinbarung;Gehoben;Zentralheizung;Pelletheizung;"01468";01468 Moritzburg;street_address;ROOFTOP;0;;;;;0;;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
"POINT (425702.8512 5644902.9813)";70;0;69;70;0;69;0;70;"71627110";16.10.2013;Otto Walter Str 15;"1796";Pirna;Saechsische Schweiz Osterzgebirge;"880,00";"125,00";"725,00";;"3,0";"3,0";"1,0";"1,0";Reiheneckhaus;"2,0";;"2,0";;;;;;"2013.0";;Erstbezug;Gehoben;Zentralheizung;Fernwaerme;"01796";01796 Pirna;street_address;ROOFTOP;0;;;;;0;;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
"POINT (410938.2536 5660067.2563)";71;2;70;71;0;70;0;71;"71827992";23.10.2013;Trachenberger Str. 24 26;"1129";Dresden;Pieschen Nord Trachenberge;"1249,00";"148,00";"121,00";"157,00";"4,0";"4,0";"3,0";"1,0";Doppelhaushaelfte;"3,0";Aussenstellplatz;"2,0";;Ja;;;;"2013.0";"2013.0";Erstbezug;Gehoben;Zentralheizung;;"01129";01129 Dresden;street_address;RANGE_INTERPOLATED;1659;>60-65 dB(A);Dresden - Ballungsraum;"Postfach 120020, D-01001 Dresden";umweltamt@dresden.de;5;kartiert durch LH Dresden;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
"POINT (419458.7514 5650520.8516)";72;0;71;72;0;71;0;72;"72006617";11.11.2013;Disterwegstr. 9a;"1259";Dresden;Kleinzschachwitz;"1100,00";"145,00";"350,00";;"3,0";"3,0";"2,0";"1,0";Doppelhaushaelfte;"3,0";Aussenstellplatz;"2,0";;Ja;;;;"1996.0";;Gepflegt;Gehoben;;Gas;"01259";01259 Dresden;street_address;ROOFTOP;0;;;;;0;;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
"POINT (432247.293 5666936.1653)";73;0;72;73;0;72;0;73;"72174512";18.11.2013;Am Steinbruch 19;"1900";Grossroehrsdorf;Grossroehrsdorf;"1200,00";"160,00";"574,00";"205,00";"2,0";"2,0";"2,0";"1,0";Einfamilienhaus freistehend;"2,0";Carport;"3,0";;Ja;;;;"1996.0";;Gepflegt;Gehoben;Etagenheizung;Gas;"01900";01900 Grossroehrsdorf;street_address;ROOFTOP;0;;;;;0;;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
"POINT (397257.0493 5656765.4869)";74;0;73;74;0;73;0;74;"72136426";18.11.2013;Heinrich Heine Str. 10d;"1723";Wilsdruff;Saechsische Schweiz Osterzgebirge;"700,00";"110,03";;;"5,0";;;;Reihenmittelhaus;;;"1,0";;;;;;;;;;;;"01723";01723 Wilsdruff;street_address;ROOFTOP;0;;;;;0;;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
"POINT (409402.2184 5653298.9694)";75;0;74;75;0;74;0;75;"72367903";03.12.2013;Kaitzer Str. 135;"1187";Dresden;Plauen;"5290,00";"598,00";"790,00";"700,00";"16,0";;;;Villa;"4,0";;;;;;;;"1900.0";;Neuwertig;;Zentralheizung;;"01187";01187 Dresden;street_address;RANGE_INTERPOLATED;0;;;;;0;;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
"POINT (406287.4358 5656470.9343)";76;0;75;76;0;75;0;76;"72197111";03.12.2013;Liebstoeckelweg 17;"1157";Dresden;Gorbitz Nord Neu Omsewitz;"920,00";"102,00";"391,00";"108,00";"3,0";"3,0";"1,0";"1,0";Doppelhaushaelfte;"2,0";Garage;"1,0";;;;;;"2010.0";"2013.0";Neuwertig;;Zentralheizung;Gas;"01157";01157 Dresden;street_address;ROOFTOP;0;;;;;0;;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
"POINT (423080.7963 5658912.464)";77;0;76;77;0;76;0;77;"72429405";09.12.2013;Zum Weissiger Kirchsteig 10;"1454";Radeberg;Radeberg;"2500,00";"300,00";"850,00";"400,00";"5,0";"5,0";"4,0";;Villa;"2,0";;"4,0";;;;;;"1992.0";;Gepflegt;;Zentralheizung;;"01454";01454 Radeberg;street_address;ROOFTOP;0;;;;;0;;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
"POINT (404203.6157 5664499.7149)";78;0;77;78;0;77;0;78;"72413102";09.12.2013;Kreyernweg 3;"1445";Radebeul;Meissen;"2100,00";"316,00";"1300,00";;"5,0";"5,0";"1,0";;Einfamilienhaus freistehend;;;"1,0";;;;;;"2003.0";;Neuwertig;;Zentralheizung;;"01445";01445 Radebeul;street_address;ROOFTOP;0;;;;;0;;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
"POINT (422610.1712 5659198.3576)";79;0;78;79;0;78;0;79;"72536655";18.12.2013;Hauptstr. 45;"1454";Radeberg;Bautzen;"800,00";"130,63";;;"3,0";"3,0";;;Einfamilienhaus freistehend;"2,0";;"1,0";;Ja;;;;;;Erstbezug;;Zentralheizung;Gas;"01454";01454 Radeberg;street_address;ROOFTOP;0;;;;;0;;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
"POINT (415203.271 5653225.0328)";80;2;79;80;1;79;10;80;"72813835";13.01.2014;Friedericke Serre Weg 13;"1237";Dresden;Seidnitz Dobritz;"1300,00";"144,00";"536,00";;"1,0";;"1,0";"1,0";Einfamilienhaus freistehend;;Aussenstellplatz;"1,0";;;;;;"2013.0";;;;Zentralheizung;;"01237";01237 Dresden;street_address;RANGE_INTERPOLATED;1626;>50-55 dB(A);Dresden;"Postfach 120020, D-01001 Dresden";umweltamt@dresden.de;9;kartiert durch LH Dresden;3.00000000000;4.00000000000;3020.00000000000;282278.00000000000;2.00000000000;3.00000000000;2003.00000000000;9.00000000000;827851.00000000000
"POINT (405854.1541 5657480.6262)";81;0;80;81;0;80;0;81;"72693038";13.01.2014;Freiheit 70;"1157";Dresden;Briesnitz;"1800,00";"280,00";"900,00";;"8,0";;;;Mehrfamilienhaus;;;;;;;;;"1937.0";;Vollstaendig renoviert;;;;"01157";01157 Dresden;street_address;RANGE_INTERPOLATED;0;;;;;0;;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
"POINT (416025.0548 5666909.9423)";82;2;81;82;0;81;0;82;"61482123";13.01.2014;Privatstr. 5;"1108";Dresden;Weixdorf;"900,00";"74,00";"430,00";"110,00";"1,0";"1,0";"1,0";"1,0";Einfamilienhaus freistehend;"2,0";Garage;"2,0";;Ja;;;;"1900.0";"2008.0";Gepflegt;Normal;Zentralheizung;Gas;"01108";01108 Dresden;street_address;ROOFTOP;1626;>50-55 dB(A);Dresden;"Postfach 120020, D-01001 Dresden";umweltamt@dresden.de;9;kartiert durch LH Dresden;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
"POINT (411740.1049 5652706.5514)";83;2;82;83;0;82;0;83;"72862723";25.02.2014;Suedhoehe 29;"1217";Dresden;Kleinpestitz Mockritz;"1650,00";"180,00";"200,00";"180,00";"3,0";"3,0";"1,0";"1,0";Reiheneckhaus;"3,0";Garage;"2,0";;;;;;"2014.0";;Erstbezug;;;Erdwaerme;"01217";01217 Dresden;street_address;ROOFTOP;1659;>60-65 dB(A);Dresden - Ballungsraum;"Postfach 120020, D-01001 Dresden";umweltamt@dresden.de;5;kartiert durch LH Dresden;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
"POINT (405854.1541 5657480.6262)";84;0;83;84;0;83;0;84;"73226542";25.02.2014;Freiheit 70;"1157";Dresden;Briesnitz;"1800,00";"280,00";"900,00";;"8,0";;;;Mehrfamilienhaus;;;;;;;Ja;;"1937.0";;Vollstaendig renoviert;;;;"01157";01157 Dresden;street_address;RANGE_INTERPOLATED;0;;;;;0;;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
"POINT (400643.8816 5664537.5566)";85;0;84;85;0;84;3;85;"72818567";25.02.2014;Sachsenstr. 9;"1640";Coswig;Meissen;"1100,00";"148,00";"500,00";"140,00";"3,0";"3,0";"1,0";"1,0";Wohnimmobilie sonstige;"2,0";Aussenstellplatz;"2,0";;;;;;"1910.0";"2014.0";Erstbezug nach Sanierung;Gehoben;Zentralheizung;Fernwaerme;"01640";01640 Coswig;street_address;ROOFTOP;0;;;;;0;;2.00000000000;1.00000000000;1016.00000000000;164661.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
"POINT (407118.3625 5659745.4556)";86;2;85;86;0;85;0;86;"73844264";21.03.2014;Altkaditz 3;"1139";Dresden;Kaditz;"1500,00";"135,00";"479,00";;"4,0";"4,0";"1,0";"1,0";;"3,0";;"1,0";;;;;;"2014.0";;Erstbezug;Gehoben;Zentralheizung;Erdwaerme;"01139";01139 Dresden;street_address;ROOFTOP;1626;>50-55 dB(A);Dresden;"Postfach 120020, D-01001 Dresden";umweltamt@dresden.de;9;kartiert durch LH Dresden;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
"POINT (407118.3625 5659745.4556)";87;2;86;87;0;86;0;87;"73605078";21.03.2014;Altkaditz 3;"1139";Dresden;Kaditz;"1550,00";"135,00";"443,00";"145,00";"3,0";"3,0";"2,0";"1,0";Reiheneckhaus;"3,0";Garage;"2,0";;;;;;"2014.0";;Erstbezug;Gehoben;Zentralheizung;Erdwaerme;"01139";01139 Dresden;street_address;ROOFTOP;1626;>50-55 dB(A);Dresden;"Postfach 120020, D-01001 Dresden";umweltamt@dresden.de;9;kartiert durch LH Dresden;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
"POINT (405854.1541 5657480.6262)";88;0;87;88;0;87;0;88;"73872218";21.03.2014;Freiheit 70;"1157";Dresden;Briesnitz;"1800,00";"280,00";"900,00";;"8,0";;;;Mehrfamilienhaus;;;;;;;Ja;;"1937.0";;Vollstaendig renoviert;;;;"01157";01157 Dresden;street_address;RANGE_INTERPOLATED;0;;;;;0;;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
"POINT (412934.9456 5647575.8671)";89;0;88;89;0;88;0;89;"73827055";21.03.2014;Baerenklauser Str. 5b;"1731";Babisnau;Kreischa;"800,00";"120,00";"158,00";"120,00";"1,0";;"1,0";"1,0";Reihenmittelhaus;"2,0";Garage;"2,0";;;;;;"2002.0";;Gepflegt;;Zentralheizung;Gas;"01731";01731 Babisnau;street_address;ROOFTOP;0;;;;;0;;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
"POINT (403808.312 5662359.1674)";90;0;89;90;0;89;1;90;"73746870";21.03.2014;Elbblick 12;"1445";Radebeul;Meissen;"2300,00";"190,00";"414,00";"193,00";"3,0";"3,0";"2,0";"1,0";Doppelhaushaelfte;"3,0";Aussenstellplatz;"1,0";;;;;;"2012.0";;Erstbezug;Gehoben;Zentralheizung;Solarheizung Gas;"01445";01445 Radebeul;street_address;RANGE_INTERPOLATED;0;;;;;0;;2.00000000000;1.00000000000;1016.00000000000;119810.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
"POINT (425655.9346 5647409.4872)";91;0;90;91;0;90;0;91;"73819878";21.03.2014;Lugstr. 13;"1796";Pirna;Pirna;"900,00";"140,00";"500,00";"140,00";"2,0";"2,0";"1,0";;Doppelhaushaelfte;"3,0";;"1,0";;;;;;"1927.0";"2007.0";Saniert;Normal;Zentralheizung;Gas;"01796";01796 Pirna;street_address;ROOFTOP;0;;;;;0;;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
"POINT (410698.8392 5663253.102)";92;0;91;92;0;91;0;92;"73964218";28.03.2014;Elsterweg 10;"1109";Dresden;Hellerau Wilschdorf;"2500,00";"260,00";"1120,00";;"2,0";;"2,0";"1,0";Einfamilienhaus freistehend;;;"2,0";;;;Ja;;"1993.0";;;;Zentralheizung;Oel;"01109";01109 Dresden;street_address;RANGE_INTERPOLATED;0;;;;;0;;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000;0.00000000000
